fuente;profesion;contrato;jornada;descripcion;empresa;salario;Ciudad;Nivel educativo;años de experiencia;Fecha_Publicacion
1;Ingeniero civil;Tiempo Completo;null;INGENIERO CIVIL CON TÍTULO DE PRE GRADO CON MATRÍCULA PROFESIONAL VIGENTE MAYOR O IGUAL A CINCO (5) AÑOS EN OBRAS CIVILES EXPERIENCIA DOS AÑOS (2) ESPECIFICA EN PILOTAJE O CAISSON HABILIDADES: TRABAJO EN EQUIPO. LIDERAZGO. CAPACIDAD DE ANÁLISIS. EXPRESIÓN Y COMUNICACIÓN. RELACIONES INTERPERSONALES CURSO TRABAJO EN ALTURAS NIVEL AVANZADO SALARIO: 2500000 + AUX 500000 DE LA ZONA (SABANALARGA. BARANOA. GALAPA). BARRANQUILLA O CARTAGENA;null;null;Sabanalarga; Carrera Profesional;5;12/07/2019
1;Ingeniero en desarrollo de software;Contrato a término fijo;Tiempo Completo;"Experiencia en diseño. desarrollo e implementación de aplicaciones con lenguajes como C#. asp. java. conocimiento en Net framework. desarrollo de Web Services tipo rest y soap; diseño de bases de datos relacionales y no relacionales como: Maria db. MS-SQL Server. etc Conocimientos sobre Apache. IIS y metodologías de diseño UML Deseable conocimientos en RPA";OUTSOURCING SERVICIOS INFORMATICOS S A OUTSOURCING S A;null;Pereira; Carrera Profesional;1;21/05/2019
1;ingeniero;Contrato a término indefinido;Tiempo Completo;HOLA ¿ Quieres ser parte de este gran equipo de trabajo ? profesional en Ingeniería mecánica. electromecánica. mecatrónica. automatización o afines Experiencia de 2 años en programación de PLC. con sistema scada Disponibilidad para viajar Salario Básico $2000000 a $2100000 + prestaciones de ley + viáticos Horario de Lunes a sábado Te Esperamos::: nos encontramos en la calle 59#13-33 piso 1 Oscar Mogollón traer hoja de vida actualizada y excelente presentación personal;GRUPO SOLUCIONES HORIZONTE;1.8;Bogotá; Carrera Profesional;2;9/07/2019
1;ingeniero industrial calidad y certificacion;Tiempo Completo;null;Importante empresa del sector requiere para su equipo de trabajo ING INDUSTRIAL con experiencia certificada en el area administrativa. manejo de personal. experiencia en certificacion ISO 9001 y procesos de calidad. que este en busqueda de estabilidad laboral y crecimiento profesional Nota: Importante disponibilidad inmediata Documentacion al dia No estar trabajando actualmente;null;0.828;Bogotá; Especialización;3;10/07/2019
1;Ingeniero Agronomo;Contrato a término indefinido;Tiempo Completo;Importante compañía del sector Agropecuario-agricola requiere para su equipo de trabajo Profesional o tecnologo en Agronomia. con experiencia reciente mínima de 2 años en cargos de extensionista o Asistencia Técnica exclusivamente en cultivos de arroz. salario a convenir de acuerdo a la experiencia y estudios+ Auxiliio de rodamiento que dependera de las zonas que tenga que recorrer con todas las prestaciones de ley contrato a termino indefinido directamente con la empresa. beneficios adicionales como medicina prepagada a partir del tercer mes. importante la persona debe contar con vehículo o con los medios suficientes para adquirirlo de manera inmediata. importante que la persona tenga residencia en YOPAL CASANARE o tenga disponibilidad para radicarse a vivir alli interesados aplicar a la oferta;MANPOWER PROFESSIONAL LTDA;null;Yopal; Carrera Profesional;1;9/07/2019
1;Ingenieros de sistemas senior;Contrato a término indefinido;Tiempo Completo;Empresa de software con presencia en Colombia y América Latina requiere varios ingenieros programadores de software con experiencia específica y mínima de 3 años. participando en proyectos de software en etapas de análisis. diseño. construcción y puesta en marcha de soluciones empresariales a la medida Con experiencia y fuertes conocimientos en: WebServices (Indispensable con experiencia y fuertes conocimientos) J2EE. JEE 50 ADF. JSP. JSF. Framework(PrimeFaces. RichFaces o IceFaces. ADF Faces) Hibernate. JPA 20. EJB 30 JasperReport. Ireport Servidores de Aplicaciones (solo despliegue) PL-SQL Programación en Base de Datos Oracle (opcional) Optimización de sentencias SQL (opcional) Tipo de contratación a término indefinido directamente con la compañía Ofrecemos proyectos atractivos. salario negociable en función de la experiencia y el conocimiento aportado. oportunidad de aprendizaje. desarrollo profesional y estabilidad laboral;INFORCOL SA;3.4;Pereira; Carrera Profesional;3;2/07/2019
1;Coordinador de personal de Mantenimiento;Contrato a término indefinido;Tiempo Completo;Se requiere Ingeniero Industrial o Mecánico profesional con experiencia en manejo de personal. planeación. programación de las actividades Para trabajar en empresa de Servicio de mantenimiento de maquinaria Industrial Tendrá bajo su responsabilidad el cumplimiento contractual de las actividades. coordinando. supervisando y desarrollando las competencias de su personal a cargo Seguimiento al cumplimiento de las tareas asignadas. presentación de indicadores y análisis de información Contacto directo con clientes para la solución de requerimientos Debe tener nivel alto en manejo de herramientas ofimáticas. se realizan muchos informes de seguimiento y control en excel Turno diurno de lunes a sábado. cargos de manejo y confianza Empresa ubicada saliendo de Bogotá por la calle 80;DELTAGAS SA;2.88;Cota; Carrera Profesional;3;8/07/2019
1;Formación ocupacional en Cúcuta - Instituto Superior de Educación Rural - Iser;Tiempo Completo;null;se solicita líder operativo. con formación en ingeniería industrial o afines. experiencia mayor a 1 año en manejo de personal operativo o logística. asertivo. pro-activo. líder. debe contar con moto colombiana y papeles al día;null;1.5;Cúcuta; Carrera Profesional;1;8/07/2019
1;Ingeniero Sistemas;Contrato de Obra o labor;Tiempo Completo;Importante compañía requiere de manera urgente Ingeniera/o en sistemas. sus labores son: dar soporte técnico de las plataformas que vendemos (anti virus. firewall entre otros). hacer capacitaciones a los clientes. hacer instalaciones a los clientes Horario: Lunes a Viernes de 8 am / 6 pm Horario del almuerzo 12:30 am / 1:30 pm (sábados 3 horas) yque tenga nivel de ingles de medio a alto;NEXARTE SERVICIOS TEMPORALES SA;1.8;Bogotá; Carrera Profesional;1;10/07/2019
1;Ingeniero de Proyectos;Contrato a término indefinido;Tiempo Completo;EMPRESA DE AUTOMATIZACIÓN requiere INGENIERO DE PROYECTOS para trabajar en Medellín Ingeniero Electrónico. Mecánico. Mecatrónico o Electricista.Con experiencia de 6 meses a 1 año en mantenimiento de equipos de control de acceso Preferiblemente que resida en RIONEGRO. o en zonas aledañas Educación mínima: Profesional o en proyecto de grado Conocimientos: 1 PLC y programación 2 Gestión de proyectos y administración de los mismos 3 Mecánica y electrónica industrial 4 Herramientas ofimáticas 5 Conocimiento en herramientas de diseño 6 Sistemas Persona dinámica con buena presentación personal. fácil interacción con otras personas - Manejo de clientes y liderazgo de proyectos Condiciones laborales: 1 Contrato a término indefinido 2 Sueldo $1500000 3 Horario: Lunes a sábado de 8:00 AM A 5:00 PM 4 Disponibilidad para viajar Preferiblemente que haya trabajado en empresas proveedoras de proyectos para Metro de Medellín. Edificios inteligentes. Aeropuertos;STELLA HEREDIA;1.5;Rionegro; Carrera Profesional;null;15/06/2019
1;Ingeniero Mecanico;Contrato a término fijo;Tiempo Completo;Ingeniero Mecanico experto en Uncinado y Maquinado CNC 3 y 4 ejes  Indispensable Experiencia en desarrollo de proyectos Industriales y altos conocimientos en metalurgia ;IMPRESIÒN Y PLASTICOS SAS;null;Bogotá; Carrera Profesional;3;null
1;Ingeniero de sistemas;Tiempo Completo;null;Diseñar implementación de soluciones de tecnología informática enfocadas al sector salud Capacidad para diseñar soluciones tecnológicas enfocadas al sector salud Innovación en diseño de nuevos productos;null;5.5;Bogotá; Carrera Profesional;6;10/07/2019
1;Supervisor de Producción que viva cerca a mosquera;Contrato a término fijo;Tiempo Completo;Técnico o tecnólogo en ingeniería mecánica. experiencia de un (1) año en: Manejo de planta Interpretación de planos Uso de software CAD (Solid Works. Solid Edge. AutoCAD) Manejo de personal Metrología y control dimensional Supervisión de despachos Seguimiento y control del proceso de producción Asegurar el cumplimiento de procedimientos. estándares y normas de seguridad establecidos para el desarrollo del proceso de producción Supervisar los servicios subcontratado de acuerdo a las necesidades de fabricación Asegurar la disponibilidad del material para la fabricación Realizar seguimiento y control del proceso de producción. asegurar el cumplimiento de procedimientos. estándares y normas de seguridad. asegurar la disponibilidad del material para la fabricación. velar por el funcionamiento eficiente de la bodega y el oportuno desarrollo de las ordenes de producción;INGEMEC ASOCIADOS LTDA;1.3;Mosquera; Carrera Profesional;1;11/06/2019
1;Ingeniero desarrollador;Contrato a término indefinido;Tiempo Completo;Estamos buscando un Ingeniero desarrollador con experiencia en desarrollo de aplicaciones web conJavaScript (ES6). preferiblemente que hayan trabajado con Reactjs o React Native. que tenga buena lógica de programación y capacidad de resolver problemas algorítmicos Adicionalmente debe contar con las siguientes competencias: Experiencia en desarrollo de aplicaciones móviles en react native Experiencia en desarrollo front-end en javascript Conocimiento de Reactjs Conocimiento en uso de git y metodologías ágiles Debe ser una persona proactiva. que pueda trabajar bajo presión y enfocado al logro de objetivos y cumplimiento de metas;MONITOREO INTELIGENTE;null;Medellín; Carrera Profesional;2;21/05/2019
1;Representante comercial;Contrato a término indefinido;Tiempo Completo;Importante empresa del sector de comercializacion de quimicos requiere para su equipo comercial ingeniero quimico con experiencia en ventas tecnicas preferiblemente del sector textil. dentro de sus funciones estara identificar clientes potenciales. principales competidores. generar y cultivar realciones con el cliente. garantizar la presencia del portafolio adecuado para cada cliente. proponer estrategias de venta enfocadas al cumplimiento de presupuesto. preparar los informes semanales y mensuales para dar seguimiento a su plan de ventas El salario se compone de basico+comisiones+auxilio de transporte;YNCAS SAS;2;Medellín; Carrera Profesional;1;17/05/2019
1;Ingeniero Sistemas;Contrato de Obra o labor;Tiempo Completo;Se requiere con suma urgencia personal para trabajar como Líder Desarrollo Móvil Ing Telecomunicaciones. Electrónica o Sistemas con Experiencia certificada del sector de telecomunicaciones mínima de 2 años Salario: $2000000 + Bono de cumplimiento entre $100000 y $500000 + Gastos de viaje cuando allá lugar Trabajo remoto con exigencia de entregables Ciudad de Trabajo: Indiferente (cualquier zona del país) con disponibilidad de viajar ocasionalmente Funciones: Amplios conocimientos en lenguajes de programación como Kotlin. Java. Objectic-C o Swift Excelentes conceptos en diseño de interfaces móviles Manejo de herramientas como Android Studio y Xcode Experiencia en desarrollos de APIs y Web Services Manejo de metodologías de desarrollo ágiles como Scrum Uso y manejo de geolocalización Conocimientos en Material design Manejo de android jetpack libraries Manejo de control de versiones GIT Preséntate el día 22 de abril 8:00 am a 1:00 pm con hoja de vida en la carrera 72 c 23f 06 Modelia preguntar por Tatiana Alvira;OCUPAR TEMPORALES SA;1.6;Bogotá; Carrera Profesional;2;9/07/2019
1;Formación ocupacional en Cúcuta - Instituto Superior de Educación Rural - Iser;Tiempo Completo;null;"Se solicita ingeniero civil. industrial o mecánico con gran experiencia. pro activo. dinámico. manejo de personal. trabajo bajo presión.cumplimiento de presupuesto. trabajo de campo y dentro de este cargo tiene las siguiente responsabilidades; Velar por el cumplimiento del presupuesto del área. calculando los recursos requeridos como: materiales Contratistas. personal. mantenimiento o adquisición de herramientas y equipos. y demás elementos necesarios para la construcción de instalaciones respectivos proyectos a ejecutar por la compañía Controlar la adecuada asignación de trabajo según los recursos disponibles a cargo del grupo. evaluando continuamente la ejecución de los contratos. generando las solicitudes a la Dirección de nueva asignación contractual cada vez que sea necesario Revisar y controlar las bodegas de materiales de los contratistas. validando los descargues y asegurando la depuración de las mismas cada vez que inicia un nuevo contrato Revisar actas de ejecución de obras y dar visto bueno a las facturas presentadas por contratistas. dentro del cronograma establecido Verificar y dar visto bueno a la liquidación de presupuestos Atender las quejas y peticiones relacionadas con la construcción de instalaciones. y emitir los conceptos técnicos necesarios para tal fin. gestionando la oportuna solución Generar informes de gestión a la Dirección  Revisar continuamente las solicitudes de servicio pendientes por construir en la empresa. gestionando la solución de las novedades generadas en el proceso Realizar visitas ocasionales a los usuarios que hayan emitido PQRS Control y verificación a los reportes diarios de los supervisores a las actividades ejecutadas según lo asignado Controlar la revisión permanente de las cuentas de cobro de contratistas. buscando confrontar las cantidades de obras medidas en campo y relacionadas en formato de recibo. versus. las cantidades de obra relacionadas en la respectiva facturación Evaluar el desempeño de los contratistas y frentes propios de la compañía Verificar y coordinar en el cierre de construcciones que todo lo asignado y construido quede digitado y cobrado en el mes respectivo Vigilar el cumplimiento de las condiciones se cumplan las condiciones que garanticen la seguridad industrial del equipo Verificar la programación diaria y controlar la productividad del personal a cargo Verificar las solicitudes de materiales necesarios para las actividades. tanto de personal propio como de contratistas. controlando las cantidades de acuerdo a los topes definidos Revisar los resultados de los indicadores y proponer acciones de mejora continua que permitan incrementar la productividad del área Si entre la experiencia. ha realizado todas de las anteriores responsabilidades por favor postularse";null;2.5;Cúcuta; Especialización;2;9/07/2019
